station_id,station_name,lat,lon,waterbody,subbasin,organization
2448,Wood River at Wetlands,42.58147,-121.94165,Wood River,Wood,Klamath Tribes
273,Barkhouse Creek,41.858163,-122.858163,Barkhouse Creek,Middle Klamath,Michigan-California Timber Company
261,Beaver Creek,41.942299,-122.823766,Beaver Creek,Middle Klamath,Michigan-California Timber Company
289,Collins Creek,41.821341,-122.981179,Collins Creek,Middle Klamath,Michigan-California Timber Company
299,McKinney Creek Section 21,41.812874,-122.906346,McKinney Creek,Middle Klamath,Michigan-California Timber Company
240,McKinney Creek Section 33-1,41.787902,-122.902455,McKinney Creek,Middle Klamath,Michigan-California Timber Company
249,McKinney Creek Section 33-2,41.782992,-122.897772,McKinney Creek,Middle Klamath,Michigan-California Timber Company
200,Negro Creek,41.950039,-122.196539,Negro Creek,Upper Klamath,Michigan-California Timber Company
202,Shovel Creek - Shovel Meadow,41.884182,-122.159718,Shovel Creek,Upper Klamath,Michigan-California Timber Company
210,Shovel Creek - Upper Shovel,41.878057,-122.183959,Shovel Creek,Upper Klamath,Michigan-California Timber Company
1622,Dwinnell Reservoir near Edgewood,41.54089,-122.37455,Dwinnell Reservoir,Shasta,Montague Water Conservation District
1623,Shasta River below Dwinnell,41.54338,-122.37683,Shasta River,Shasta,Montague Water Conservation District
1627,Backbone RAWS,40.8892,-123.1422,,Trinity,National Weather Service
1628,Callahan,41.317,-122.8,,Scott,National Weather Service
132,Crowder Flat,41.8934,-120.7519,,Lost,Natural Resources Conservation Service
1629,Hoopa,41.05,-123.667,,Trinity,Natural Resources Conservation Service
1567,Big Spring Creek at the old waterwheel,41.601795,-122.419888,Big Springs Creek,Shasta,NCRWQCB
1559,East Fork Scott at Callahan,41.3066711,-122.7970428,East Fork Scott River,Scott,NCRWQCB
1558,Indian Scotty Campground,41.6357193,-123.0763779,Scott RIver,Scott,NCRWQCB
1561,Kangaroo Creek,41.3463287,-122.6904678,Kangaroo Creek,Scott,NCRWQCB
1564,Parks Creek Mouth,41.580787,-122.429653,Parks Creek,Shasta,NCRWQCB
1563,Rail Creek downstream of Rock Fence Creek confluence,41.3630409,-122.6467514,Rail Creek,Scott,NCRWQCB
1556,Scott River at Bridge Flat,41.6490288,-123.1123886,Scott River,Scott,NCRWQCB
1557,Scott River at USGS Gage,41.6405106,-123.0148163,Scott River,Scott,NCRWQCB
1562,Scott River Below Young's Dam,41.4423103,-122.8504333,Scott RIver,Scott,NCRWQCB
1555,Scott River downstream of Eller Lane,41.5415611,-122.840683,Scott River,Scott,NCRWQCB
1560,Scott River downstream of Rosedale Road,41.62397,-122.9076996,Scott RIver,Scott,NCRWQCB
1566,Shasta River downstream of Parks Creek,41.591037,-122.429747,Shasta River,Shasta,NCRWQCB
1565,Shasta River upstream of Parks Creek,41.580857,-122.42946,Shasta River,Shasta,NCRWQCB
1321,Algoma 1: Pump Outlet,42.354865,-121.824551,,Upper Klamath Lake,Oregon Department of Agriculture
1322,Algoma 2: Pump Outlet,42.35355,-121.824795,,Upper Klamath Lake,Oregon Department of Agriculture
1323,Algoma: Field 1 to 3,42.363521,-121.805245,,Upper Klamath Lake,Oregon Department of Agriculture
1324,Algoma: Field 2 to 3,42.3687,-121.805103,,Upper Klamath Lake,Oregon Department of Agriculture
1325,Algoma: Plum Valley @ Road,42.35468,-121.80672,,Upper Klamath Lake,Oregon Department of Agriculture
1326,Algoma: Road to Big Canal,42.355673,-121.807041,,Upper Klamath Lake,Oregon Department of Agriculture
1327,Algoma: top end of Big Canal,42.355786,-121.807219,,Upper Klamath Lake,Oregon Department of Agriculture
1309,Background Lake Level: Howard Bay Boat Ramp,42.313762,-121.942146,Upper Klamath Lake,Upper Klamath Lake,Oregon Department of Agriculture
1312,Background Lake Level: McCornack Boat Ramp,42.254526,-121.840547,Upper Klamath Lake,Upper Klamath Lake,Oregon Department of Agriculture
1332,Ball Bay North: pump outlet (not pumping),42.401096,-122.029891,,Upper Klamath Lake,Oregon Department of Agriculture
1331,Ball Bay South: Powerhouse,42.365399,-122.002413,Rock Creek,Upper Klamath Lake,Oregon Department of Agriculture
1329,Ball Bay South: Pump Outlet,42.396736,-122.003023,,Upper Klamath Lake,Oregon Department of Agriculture
1330,Ball Bay South: Rock Creek Upstream,42.365342,-122.002576,Rock Creek,Upper Klamath Lake,Oregon Department of Agriculture
1308,Caledonia - East Outlet - RY resort boat ramp,42.289352,-121.876662,,Upper Klamath Lake,Oregon Department of Agriculture
1307,Caledonia - West pump into Geary Canal ,42.293453,-121.928891,,Upper Klamath Lake,Oregon Department of Agriculture
1306,Caledonia 3 Background,42.316145,-121.89685,Upper Klamath Lake,Upper Klamath Lake,Oregon Department of Agriculture
1299,Caledonia Inlet 1,42.312805,-121.906171,Upper Klamath Lake,Upper Klamath Lake,Oregon Department of Agriculture
1302,Caledonia Inlet 2,42.300028,-121.927649,Upper Klamath Lake,Upper Klamath Lake,Oregon Department of Agriculture
1304,Caledonia Inlet 3,42.316145,-121.89685,Upper Klamath Lake,Upper Klamath Lake,Oregon Department of Agriculture
1301,Caledonia middle pump - Outgoing,42.30938,-121.922702,,Upper Klamath Lake,Oregon Department of Agriculture
1300,Caledonia Pump 1 - Outgoing,42.312805,-121.906171,,Upper Klamath Lake,Oregon Department of Agriculture
1303,Caledonia Pump 2 - Outgoing,42.300028,-121.927649,,Upper Klamath Lake,Oregon Department of Agriculture
1305,Caledonia Pump 3 - Outgoing,42.3161,-121.8968,,Upper Klamath Lake,Oregon Department of Agriculture
1313,Cove Point 1: Pump Outlet,42.301055,-121.818685,,Upper Klamath Lake,Oregon Department of Agriculture
1314,Cove Point 2: Secondary pump,42.301055,-121.818851,,Upper Klamath Lake,Oregon Department of Agriculture
1315,Cove Point 3: Spring,42.286997,-121.819756,,Upper Klamath Lake,Oregon Department of Agriculture
1316,Cove Point/Hanks Marsh,42.301051,-121.83033,Upper Klamath Lake,Upper Klamath Lake,Oregon Department of Agriculture
1317,Cove Point: Eastern Drainage Area to downslope farm ,42.288189,-121.816462,,Upper Klamath Lake,Oregon Department of Agriculture
1298,Geary Bridge @ Hwy 140,42.292675,-121.92893,Upper Klamath Lake,Upper Klamath Lake,Oregon Department of Agriculture
1328,Lake Background @ Algoma,42.363816,-121.821953,Upper Klamath Lake,Upper Klamath Lake,Oregon Department of Agriculture
1310,"McCornack Outlet 1 Farm Side, Not Pumping (NP) (south pump)",42.256818,-121.844736,,Upper Klamath Lake,Oregon Department of Agriculture
1633,"McCornack Outlet 1 Farm Side, PUMPING (south pump)",42.256818,-121.844736,,Upper Klamath Lake,Oregon Department of Agriculture
1311,"McCornack Outlet 2  Lake Side, NP (north pump/inlet)",42.267049,-121.850827,Upper Klamath Lake,Upper Klamath Lake,Oregon Department of Agriculture
1293,"RY Inlet (near fish screen intake,  Farm Side of Fish Screen)",42.280915,-121.927202,,Upper Klamath Lake,Oregon Department of Agriculture
1292,"RY Inlet (near fish screen intake, in Geary Canal)",42.281215,-121.927326,Upper Klamath Lake,Upper Klamath Lake,Oregon Department of Agriculture
1294,RY Inlet in Fish Screen,42.281098,-121.927271,,Upper Klamath Lake,Oregon Department of Agriculture
1295,RY Tailwater (water in upstream end of tailwater pipe),42.280749,-121.92745,,Upper Klamath Lake,Oregon Department of Agriculture
1296,RY: Pump 1 - outgoing,42.279192,-121.92881,,Upper Klamath Lake,Oregon Department of Agriculture
1297,RY: Pump 2 - outgoing,42.279239,-121.928976,,Upper Klamath Lake,Oregon Department of Agriculture
1319,Shady Pine Farm Field Outlet,42.312243,-121.817016,,Upper Klamath Lake,Oregon Department of Agriculture
1318,Shady Pine Inlet,42.330013,-121.818501,Upper Klamath Lake,Upper Klamath Lake,Oregon Department of Agriculture
1320,Shady Pine Pump Outlet (to Lake),42.30251,-121.817522,,Upper Klamath Lake,Oregon Department of Agriculture
219,7 mile Creek (Wood River Valley),42.6466,-122.0512,7 mile Creek,Wood,Oregon Department of Environmental Quality
2261,Agency Lake at Henzel Boat Launch,42.52968,-121.929516,Agency Lake,Upper Klamath Lake,Oregon Department of Environmental Quality
2285,Antelope Creek upstream of Willow Valley Reservoir,42.0221,-121.0867,Antelope Creek,Lost,Oregon Department of Environmental Quality
2280,Barnes Valley Creek upstream BLM 40-15E-17,42.1731,-121.0436,Barnes Valley Creek,Lost,Oregon Department of Environmental Quality
2279,Ben Hall Creek upstream of bridge,42.2257,-121.1527,Ben Hall Creek,Lost,Oregon Department of Environmental Quality
2277,Buck Creek at first bridge upstream of Lost River,42.195,-121.454,Buck Creek,Lost,Oregon Department of Environmental Quality
2270,Corral Creek downstream of Beaver Cr. at OR66,42.118,-122.37,Corral Creek,Upper Klamath,Oregon Department of Environmental Quality
2286,East Branch Lost River downstream of Willow Valley Reservoir,42.0047,-121.1161,E. Branch Lost River,Lost,Oregon Department of Environmental Quality
2262,Fourmile Lake at Fourmile Lake Campground Beach,42.45487,-122.2473,Fourmile Lake,Upper Klamath Lake,Oregon Department of Environmental Quality
2266,Grizzly Creek downstream of Soda Creek,42.1969,-122.347,Grizzly Creek,Upper Klamath,Oregon Department of Environmental Quality
2278,Horse Canyon Creek at FS Rd 024,42.2583,-121.2254,Horse Canyon Creek,Lost,Oregon Department of Environmental Quality
2264,Howard Prairie at resort boat ramp,42.2402,-122.41137,Howard Prairie Lake,Upper Klamath,Oregon Department of Environmental Quality
2265,Hoxie Creek upstream of Howard Prairie Lake,42.235,-122.3868,Hoxie Creek,Upper Klamath,Oregon Department of Environmental Quality
1342,JC Boyle Reservoir at Topsy Campground,42.124379,-122.042977,JC Boyle Reservoir,Upper Klamath,Oregon Department of Environmental Quality
2269,Jenny Creek at OR66 Green Springs Hwy,42.119,-122.366,Jenny Creek,Upper Klamath,Oregon Department of Environmental Quality
2274,Jenny Creek downstream of Spring Creek at BLM 41-2E-10.1,42.0233,-122.3581,Jenny Creek,Upper Klamath,Oregon Department of Environmental Quality
2267,Jenny Creek upstream of Johnson Creek,42.1652,-122.3214,Jenny Creek,Upper Klamath,Oregon Department of Environmental Quality
2268,Johnson Creek at Moon Prairie Road,42.1577,-122.3079,Johnson Creek,Upper Klamath,Oregon Department of Environmental Quality
2271,Keene Creek ds of Lincoln Creek,42.0946,-122.3852,Keene Creek,Upper Klamath,Oregon Department of Environmental Quality
1343,Keno Reservoir at Keno Park,42.135896,-121.94248,Keno Reservoir,Keno,Oregon Department of Environmental Quality
313,Klamath River at Keno,42.129,-121.93,Klamath River,Keno,Oregon Department of Environmental Quality
225,Klamath River at Miller Island Boat Ramp,42.1472,-121.8476,Klamath River,Keno,Oregon Department of Environmental Quality
268,Klamath River downstream of Big Bend Powerhouse,42.0869,-122.0599,Klamath River,Upper Klamath,Oregon Department of Environmental Quality
281,Klamath Strait at USBR Pump Station F,42.0799,-121.8407,Klamath Straits Drain,Lost,Oregon Department of Environmental Quality
2263,Lake of the Woods at Rainbox Day Use Area,42.37899,-122.21107,Lake of the Woods,Upper Klamath Lake,Oregon Department of Environmental Quality
2282,Lapham Creek at FS Rd 397,42.1875,-120.8733,Lapham Creek,Lost,Oregon Department of Environmental Quality
295,Link River at mouth (Klamath Falls),42.2188,-121.7884,Link River,Keno,Oregon Department of Environmental Quality
2281,Long Branch Creek downstream of Barnes Valley Rd,42.1872,-121.013,Long Branch Creek,Lost,Oregon Department of Environmental Quality
223,Lost River above Bonanza,42.1986,-121.3989,Lost River,Lost,Oregon Department of Environmental Quality
302,Lost River at Anderson Rose Dam,42.0102,-121.561,Lost River,Lost,Oregon Department of Environmental Quality
285,Lost River at Hwy 39 (Merrill),42.0404,-121.6227,Lost River,Lost,Oregon Department of Environmental Quality
2287,Lost River at Malone Dam,42.0068,-121.2241,Lost River,Lost,Oregon Department of Environmental Quality
2272,Mill Creek off Mill Creek Rd.,42.099,-122.427,Mill Creek,Upper Klamath,Oregon Department of Environmental Quality
2283,North Fork Willow Creek upstream of OR/CA border,41.9961,-120.8048,N. Fork Willow Creek,Lost,Oregon Department of Environmental Quality
2284,Rock Creek downstream of BLM 41-14E-13,42.0103,-120.9653,Rock Creek,Lost,Oregon Department of Environmental Quality
2273,South Fork Keene Creek at BLM 40-3E-2,42.098,-122.453,S. Fork Keene Creek,Upper Klamath,Oregon Department of Environmental Quality
2276,Spencer Creek at mouth,42.15621,-122.02731,Spencer Creek,Upper Klamath,Oregon Department of Environmental Quality
303,Spencer Creek at RM 0.6,42.1563,-122.0273,Spencer Creek,Upper Klamath,Oregon Department of Environmental Quality
2275,Spencer Creek below Buck Lake,42.263,-122.167,Spencer Creek,Upper Klamath,Oregon Department of Environmental Quality
194,Sprague River at Sprague River Rd,42.4634,-121.5066,Sprague River,Sprague,Oregon Department of Environmental Quality
1344,Upper Klamath Lake at Eagle Ridge County Park,42.405634,-121.953405,Upper Klamath Lake,Upper Klamath Lake,Oregon Department of Environmental Quality
1345,Upper Klamath Lake at Howards Bay Park ,42.314441,-121.942275,Upper Klamath Lake,Upper Klamath Lake,Oregon Department of Environmental Quality
1346,Upper Klamath Lake at Moore Park ,42.235544,-121.808286,Upper Klamath Lake,Upper Klamath Lake,Oregon Department of Environmental Quality
256,Williamson River at Williamson River Store,42.5146,-121.9162,Williamson River,Williamson,Oregon Department of Environmental Quality
314,Wood River at Weed Rd,42.6464,-121.9949,Wood River,Wood,Oregon Department of Environmental Quality
1635,7 Mile Bridge at lake,42.5819277,-121.9708056,Sevenmile Creek,Wood,Oregon State University
1636,Above Kamkaun/S'choholis Nat. forest patch,42.543428,-121.608229,Sprague River,Sprague,Oregon State University
1637,Above Narrows,42.60475,-121.812453,Sprague River,Sprague,Oregon State University
1638,Annie Creek,42.7641049,-122.0590603,Annie Creek,Wood,Oregon State University
1639,Below Narrows @ Goose Rock,42.58799,-121.833929,Sprague River,Sprague,Oregon State University
1640,Below Spring Cr.,42.6327387,-121.8779003,Williamson River,Williamson,Oregon State University
2260,Between the Klamath River Community Hall and Walker Bridge,41.83736,-122.8649,Klamath River,Middle Klamath,Oregon State University
1978,Big Bar - Klamath River Access,41.251806,-123.63441,Klamath River,Lower Klamath,Oregon State University
1641,Brown Springs (Sycan River),42.4954015,-121.2953603,Sycan River,Sprague,Oregon State University
1642,Cherry Creek just above diversion,42.5988097,-122.0948071,Cherry Creek,Wood,Oregon State University
1568,Chiloquin Bridge,42.577291,-121.865731,Williamson River,Williamson,Oregon State University
1588,Cleos Childcare Center,42.5217472,-121.91595,Williamson River,Williamson,Oregon State University
1569,Collier State Park (Spring Creek),42.641497,-121.877415,Spring Creek,Williamson,Oregon State University
1570,Collier State Park (WMR),42.640544,-121.879081,Williamson River,Williamson,Oregon State University
1571,Collier State Park campground,42.640501,-121.875563,Williamson River,Williamson,Oregon State University
1643,Crooked Creek,42.643892,-121.944992,Crooked Creek,Wood,Oregon State University
1644,Crooked Creek below hatchery,42.643892,-121.944992,Crooked Creek,Wood,Oregon State University
1645,Drew's Road Bridge,42.463041,-121.5062,Sprague River,Sprague,Oregon State University
1646,Fish Hole Cr.,42.3058594,-120.9578372,Fishhole Creek,Sprague,Oregon State University
1572,Fishing Guide Property (replacement for Cleos Childcare WCC),42.521694,-121.915923,Williamson River ,Williamson,Oregon State University
1647,Five Mile Creek (Foster Field),42.5401159,-121.1248828,Fivemile Creek,Sprague,Oregon State University
1648,Fort Creek,42.6811984,-121.972996,Fort Creek,Wood,Oregon State University
1649,Gadowa Springs Road bridge,42.459942,-121.270985,Sprague River,Sprague,Oregon State University
1650,Hagelstein Spring (East side ukl spring),42.382126,-121.8133643,Upper Klamath Lake,Upper Klamath Lake,Oregon State University
1651,Harriman Springs,42.46954,-122.09237,Pelican Bay,Upper Klamath Lake,Oregon State University
1652,Howard Bay,42.3310518,-121.907202,Upper Klamath Lake,Upper Klamath Lake,Oregon State University
1979,Iron Gate Dam - just below the dam,41.930839,-122.442282,Klamath River,Middle Klamath,Oregon State University
233,JC Boyle Bypass,41.810345,-123.013657,Klamath River,Upper Klamath,Oregon State University
1653,Kamkaun Spring,42.5914373,-121.7026789,Kamkaun Spring,Sprague,Oregon State University
1573,Keno Eddy,42.14968,-122.015618,Klamath River,Upper Klamath,Oregon State University
1654,Kirk Springs,42.6780907,-121.8348548,Kirk Springs,Williamson,Oregon State University
1574,Klamath County Park,42.570672,-121.878707,Williamson River,Williamson,Oregon State University
310,Klamath Grange,41.84010833,-122.8373694,Klamath River,Middle Klamath,Oregon State University
229,Klamath River above Beaver Creek,41.86764167,-122.8116806,Klamath River,Middle Klamath,Oregon State University
301,Klamath River above Beaver Creek,41.867238,-122.809769,Klamath River,Middle Klamath,Oregon State University
270,Klamath River above Beaver Creek,41.86972,-122.811,Klamath River,Middle Klamath,Oregon State University
250,Klamath River at  Keno Eddy,42.149625,-122.0156556,Klamath River,Upper Klamath,Oregon State University
264,Klamath River at I5 fish trap,41.863449,-122.564733,Klamath River,Middle Klamath,Oregon State University
286,Klamath River at I5 fish trap,41.85994722,-122.5666444,Klamath River,Middle Klamath,Oregon State University
293,Klamath River at I5 fish trap,41.855935,-122.572465,Klamath River,Middle Klamath,Oregon State University
288,Klamath River at Keno Eddy,42.149625,-122.0156556,Klamath River,Upper Klamath,Oregon State University
236,Klamath River at Kinsman Fish Trap,41.810345,-123.013657,Klamath River,Middle Klamath,Oregon State University
294,Klamath River at Orleans,41.310553,-123.527496,Klamath River,Lower Klamath,Oregon State University
226,Klamath River at Orleans,41.307133,-123.5311,Klamath River,Lower Klamath,Oregon State University
195,Klamath River at Seiad Valley,41.849149,-123.227904,Klamath River,Middle Klamath,Oregon State University
255,Klamath River at Seiad Valley,41.834393,-123.196261,Klamath River,Middle Klamath,Oregon State University
297,Klamath River at Seiad Valley,41.84742222,-123.2278167,Klamath River,Middle Klamath,Oregon State University
230,Klamath River at Tully Creek,41.853611,-122.572222,Klamath River,Lower Klamath,Oregon State University
228,Klamath River at Tully Creek,41.226617,-123.772406,Klamath River,Lower Klamath,Oregon State University
1980,Klamath River in Hornbrook - 10 km above the Shasta River Confluence,41.873604,-122.557557,Klamath River,Middle Klamath,Oregon State University
1655,Lake Ewauna,42.2092398,-121.778681,Lake Ewauna,Keno,Oregon State University
1656,Larkin Creek,42.6510924,-121.8564744,Larkin Creek,Williamson,Oregon State University
1657,Link River,42.2213966,-121.7930955,Link River,Keno,Oregon State University
1575,Lonesome Duck,42.53949,-121.880138,Williamson River,Williamson,Oregon State University
245,Lonesome Duck,42.494731,-121.925786,Williamson River,Williamson,Oregon State University
1658,Long Creek (Sycan Marsh),42.8290483,-121.1834043,Long Creek,Sprague,Oregon State University
1659,Lower Keno stretch Klamath River,42.1504091,-122.0165044,Klamath River,Upper Klamath,Oregon State University
1660,Lower Spencer Creek,42.156275,-122.0273466,Spencer Creek,Upper Klamath,Oregon State University
1576,Lower Sprague River,42.564112,-121.863001,Sprague River,Sprague,Oregon State University
1661,Lower Williamson pinecone bridge,42.5941225,-121.8610828,Williamson River,Williamson,Oregon State University
1662,Lower Wood River mainstem,42.5734507,-121.9373303,Wood River,Wood,Oregon State University
1663,Mainstem Recreation/Crystal Creek near/above Malogne Springs,42.5308465,-122.0825739,Upper Klamath Lake,Upper Klamath Lake,Oregon State University
1664,Mainstem Sprague ABOVE Sherry boat ramp,42.4412686,-121.186712,Sprague River,Sprague,Oregon State University
1665,Mainstem Sprague BELOW Sherry boat ramp,42.4475818,-121.2377679,Sprague River,Sprague,Oregon State University
1666,Mainstem Sprague River above Kamkaun Springs,42.5912781,-121.7011963,Sprague River,Sprague,Oregon State University
1667,Mainstem Sycan River above marsh,42.779017,-121.0550402,Sycan River,Sprague,Oregon State University
1668,Mainstem Williamson above Kirk Springs,42.6797257,-121.834314,Williamson River,Williamson,Oregon State University
1669,Mainstem Williamson above Sportsman RV Park boat ramp at lowest riffle,42.5234888,-121.904151,Williamson River,Williamson,Oregon State University
1670,Mainstem Williamson above Spring Creek below Sunny Brook,42.637772,-121.8721533,Williamson River,Williamson,Oregon State University
1671,Moore Park,42.2392414,-121.8074654,Upper Klamath Lake,Upper Klamath Lake,Oregon State University
1672,NF Sprague; North Fork Campbell Road bridge,42.4560207,-121.1127398,North Fork Sprague River,Sprague,Oregon State University
1673,North Fork Sprague (Sandhill crossing),42.5943992,-120.8811575,North Fork Sprague River,Sprague,Oregon State University
1674,North Fork Sprague River @ elbow crossing/campground,42.4969322,-121.0082818,North Fork Sprague River,Sprague,Oregon State University
1675,Odessa Spring,42.4322917,-122.059068,Upper Klamath Lake,Upper Klamath Lake,Oregon State University
224,Orleans Dolans Bar River Access,41.31841389,-123.5248139,Klamath River,Lower Klamath,Oregon State University
1577,Pine Ridge Bridge,42.594035,-121.86092,Williamson River,Williamson,Oregon State University
1676,Potter's Park Boat Ramp,42.559517,-121.66779,Sprague River,Sprague,Oregon State University
1677,Recreation Creek,42.48089,-122.08434,Recreation Creek,Upper Klamath Lake,Oregon State University
1678,Rifflezilla,42.663711,-121.846328,Williamson River,Williamson,Oregon State University
1679,sevenmile,42.6464829,-122.0511337,Sevenmile Creek,Wood,Oregon State University
1981,Shasta River Confluence - immediately above the Shasta River confluence on the Klamath,41.831409,-122.592522,Klamath River,Middle Klamath,Oregon State University
1680,Sheri's Springs in Beatty Gap,42.441492,-121.1995817,Sprague River,Sprague,Oregon State University
1681,Short creek (seven mile creek drainage),42.6799672,-122.0807789,Sevenmile Creek,Wood,Oregon State University
1682,South Fork Sprague River @ campground along HWY 140 (or 190?),42.3732011,-120.9678958,South Fork Sprague River,Sprague,Oregon State University
1578,Spencer Creek,42.156082,-122.027259,Spencer Creek,Upper Klamath,Oregon State University
1683,Sprague High School under bridge,42.5675814,-121.8655212,Sprague River,Sprague,Oregon State University
1684,Spring Creek at confluence of Willy,42.6414,-121.87742,Spring Creek,Williamson,Oregon State University
1685,Sun Creek,42.7616987,-122.0153413,Sun Creek,Wood,Oregon State University
1686,Sunnybrook (lower),42.6355477,-121.8661478,Larkin Spring,Williamson,Oregon State University
1687,Sycan River @ Drews Road bridge,42.4853145,-121.2785234,Sycan River,Sprague,Oregon State University
1688,Torrent Springs (Sycan River),42.687008,-121.2718018,Sycan River,Sprague,Oregon State University
252,Tree of Heaven,41.82708056,-122.6612333,Klamath River,Middle Klamath,Oregon State University
1982,Tree of Heaven Campground,41.829127,-122.661438,Klamath River,Middle Klamath,Oregon State University
1689,Upper 7-mile Creek @ Volcanic Legacy HWY Bridge Crossing,42.6684857,-122.0735144,Sevenmile Creek,Wood,Oregon State University
1690,Upper South Fork below camp Creek,42.444652,-120.7949262,South Fork Sprague River,Sprague,Oregon State University
1691,Upper Spencer Creek,42.2637267,-122.1583758,Spencer Creek,Upper Klamath,Oregon State University
1579,Upper Sprague River,42.601386,-121.778387,Sprague River,Sprague,Oregon State University
1580,Upper Spring Creek,42.648477,-121.882825,Spring Creek,Williamson,Oregon State University
1581,Water Wheel Campground,42.523947,-121.887874,Williamson River,Williamson,Oregon State University
1692,Willamson River mouth,42.4750405,-121.9564417,Williamson River,Williamson,Oregon State University
1693,Willamson River ODFW Boat Ramp,42.570361,-121.878932,Williamson River,Williamson,Oregon State University
312,Williamson River - Nature Conservatory (Klamath River Rkm441),42.493899,-121.936598,Williamson River ,Williamson,Oregon State University
1582,Williamson River campground,42.656145,-121.851594,Williamson River ,Williamson,Oregon State University
1583,Williamson River Resort,42.514425,-121.917029,Williamson River ,Williamson,Oregon State University
1694,Williamson River Road Boat Ramp,42.610828,-121.775015,Williamson River,Williamson,Oregon State University
1584,Winema Bridge,42.66372,-121.846333,Williamson River ,Williamson,Oregon State University
1695,Wood Mouth,42.5655803,-121.9373303,Wood River,Wood,Oregon State University
1585,Wood River - Below Crooked Creek,42.595356,-121.943135,Wood River,Wood,Oregon State University
1586,Wood River - Wood Road,42.581588,-121.941546,Wood River,Wood,Oregon State University
1696,Wood River day use,42.7091,-121.99232,Wood River,Wood,Oregon State University
1697,Wood River Dixon Road,42.73379,-121.98831,Wood River,Wood,Oregon State University
2474,"A CANAL HEADWORKS AT UPPER KLAMATH LAKE NEAR KLAMATH FALLS, OR",42.238611,-121.801944,A Canal,Upper Klamath Lake,Oregon Water Resources Department
2475,BEAVER CREEK AND BEAVER SIPHON AT HOWARD PRARIE CANAL,42.150556,-122.395833,Beaver Creek,Upper Klamath,Oregon Water Resources Department
2463,BONANZA BIG SPRINGS PARK,42.196629,-121.400934,Lost River,Lost,Oregon Water Resources Department
2464,BONANZA SPRING WELL,42.196629,-121.400934,Lost River,Lost,Oregon Water Resources Department
2470,"CASCADE CN AT FOURMILE LAKE NR LAKECREEK, OR",42.4552803,-122.242775,Canal,Upper Klamath Lake,Oregon Water Resources Department
2468,"CHERRY CR NR KLAMATH AGENCY, OR",42.598333,-122.095556,Cherry Creek,Wood,Oregon Water Resources Department
2476,"CLEAR LAKE, WEST LOBE, OR",41.846667,-121.209722,Clear Lake,Lost,Oregon Water Resources Department
2469,"FOURMILE LAKE NR RECREATION, OR",42.45666885,-122.242775,Fourmile Lake,Upper Klamath Lake,Oregon Water Resources Department
2473,"GREEN SPRINGS POWERPLANT DIV NR ASHLAND, OR",42.13027573,-122.4872208,Canal,Upper Klamath,Oregon Water Resources Department
2471,"HYATT RES NR ASHLAND, OR",42.17194748,-122.4677811,Hyatt Reservoir,Upper Klamath,Oregon Water Resources Department
2472,"KEENE CR NR ASHLAND, OR",42.17083359,-122.4772263,Keene Creek,Upper Klamath,Oregon Water Resources Department
2465,LOST R DIVERSION AT TINGLEY LN NR KLAMATH FALLS,42.167778,-121.775278,Lost River Diversion Canal,Lost,Oregon Water Resources Department
2477,"MALONE RESERVOIR NR LANGELL VALLEY, OR",42.00583333,-121.2236111,Malone Reservoir,Lost,Oregon Water Resources Department
2478,"MILLER HILL PUMP PLANT ON LOST R DIV CH NR KLAMATH FALLS, OR",42.14277778,-121.7513889,Lost River Diversion Canal,Keno,Oregon Water Resources Department
2467,SPRAGUE R IRRIG CO CN AT HEADGATE NR BLY,42.497895,-121.012073,Canal,Sprague,Oregon Water Resources Department
2466,"SPRING CR NR CHILOQUIN, OR",42.643814,-121.880167,Spring Creek,Williamson,Oregon Water Resources Department
1134,Annie Creek near Fort Klamath,42.763625,-122.05835,Annie Creek,Wood,Oregon Water Resources Department 
188,"Crooked Creek nr Klamath Agency, OR",42.602787,-121.940683,Crooked Creek,Wood,Oregon Water Resources Department 
220,"Fort Creek at mouth, nr Fort Klamath, OR",42.675102,-121.978814,Fort Creek,Wood,Oregon Water Resources Department 
271,Larkin Creek near Chiloquin,42.651569,-121.858983,Larkin Creek,Williamson,Oregon Water Resources Department 
242,Lost River at Bonanza,42.196634,-121.400911,Lost River,Lost,Oregon Water Resources Department 
207,North Fork Sprague River above Sprague River irrigation canal near Bly,42.496533,-121.006921,North Fork Sprague River,Sprague,Oregon Water Resources Department 
1135,Sevenmile Creek below Dry Creek,42.725139,-122.087106,Sevenmile Creek,Wood,Oregon Water Resources Department 
205,South Fork Sprague River at Sprague River Park near Bly,42.373875,-120.969789,South Fork Sprague River,Sprague,Oregon Water Resources Department 
276,South Fork Sprague River below Fishhole Creek near Bly,42.419956,-121.05644,South Fork Sprague River,Sprague,Oregon Water Resources Department 
300,Spencer Creek near Keno,42.156401,-122.027228,Spencer Creek,Upper Klamath,Oregon Water Resources Department 
192,Sprague River at Lone Pine,42.551531,-121.619844,Sprague River,Sprague,Oregon Water Resources Department 
251,Sprague River below Brown Creek near Beatty,42.459791,-121.271283,Sprague River,Sprague,Oregon Water Resources Department 
241,Sprague River near Beatty,42.447587,-121.238487,Sprague River,Sprague,Oregon Water Resources Department 
1136,Sun Creek at Ranger Station,42.765892,-122.019058,Sun Creek,Wood,Oregon Water Resources Department 
189,Sycan River below Snake Creek near Beatty,42.486403,-121.278715,Sycan River,Sprague,Oregon Water Resources Department 
