station_id,station_name,lat,lon,waterbody,subbasin,organization
15,"Antelope Creek, lower",42.019441,-120.968522,Antelope Creek,Lost,Bureau of Land Management
144,"Antelope Creek, upper",42.039783,-121.066896,Antelope Creek,Lost,Bureau of Land Management
66,"Barnes Valley Creek, lower",42.173996,-121.044495,Barnes Valley Creek,Lost,Bureau of Land Management
88,"Barnes Valley Creek, upper",42.165216,-120.999139,Barnes Valley Creek,Lost,Bureau of Land Management
1859,Beaver Creek above Corral Creek,42.11888889,-122.37,Beaver Creek,Upper Klamath,Bureau of Land Management
1860,Beaver Creek above Corral Creek (site operated by Friends of Grennsprings),42.11888889,-122.37,Beaver Creek,Upper Klamath,Bureau of Land Management
1861,Beaver Creek above Corral Creek (site operated by Southern Oregon University),42.11888889,-122.37,Beaver Creek,Upper Klamath,Bureau of Land Management
164,Ben Hall Creek,42.224557,-121.151625,Ben Hall Creek,Lost,Bureau of Land Management
13,"Buck Lake Springs, at control gate",42.267418,-122.199054,Spencer Creek,Upper Klamath,Bureau of Land Management
1865,Corral Creek @ confluence with Beaver Creek,42.11861111,-122.3702778,Corral Creek,Upper Klamath,Bureau of Land Management
1866,Corral Creek @ confluence with Beaver Creek (site operated by Friends of Grennsprings),42.11861111,-122.3702778,Corral Creek,Upper Klamath,Bureau of Land Management
1867,Corral Creek @ confluence with Beaver Creek (site operated by Southern Oregon University),42.11861111,-122.3702778,Corral Creek,Upper Klamath,Bureau of Land Management
1868,Dutch Oven Creek above confluence with Camp Creek,42.02333333,-122.4697222,Dutch Oven Creek,Upper Klamath,Bureau of Land Management
137,Gerber Reservoir North Campground,42.22,-121.135,Gerber Reservoir,Lost,Bureau of Land Management
10,Gerber Reservoir South Campground,42.202,-121.128,Gerber Reservoir,Lost,Bureau of Land Management
1869,Jenny Creek @ Irongate Reservoir,41.97722222,-122.3983333,Jenny Creek,Upper Klamath,Bureau of Land Management
1870,"Jenny Creek above Beaver Creek, Sec.33 SW1/4 SE1/4",42.12805556,-122.3530556,Jenny Creek,Upper Klamath,Bureau of Land Management
1871,Jenny Creek above Johnson Creek,42.16472222,-122.3219444,Jenny Creek,Upper Klamath,Bureau of Land Management
1872,Jenny Creek above Johnson Creek (site operated by Southern Oregon University),42.16472222,-122.3219444,Jenny Creek,Upper Klamath,Bureau of Land Management
1863,"Jenny Creek below Keene Creek, @ Box O Ranch north boundary",42.0825,-122.3497222,Jenny Creek,Upper Klamath,Bureau of Land Management
1864,"Jenny Creek below Oregon Gulch, @ Box O Ranch south boundary",42.05305556,-122.3586111,Jenny Creek,Upper Klamath,Bureau of Land Management
1873,"Jenny Creek below Spring Creek, @ Road 41-2E-10.1",42.02305556,-122.3588889,Jenny Creek,Upper Klamath,Bureau of Land Management
11,"Johnson Creek, lower (Sec. 29)",42.231867,-122.253226,Johnson Creek,Upper Klamath,Bureau of Land Management
149,"Johnson Creek, upper (sec 28)",42.239985,-122.240138,Johnson Creek,Upper Klamath,Bureau of Land Management
1862,"Keene Creek below Lincoln Creek, @ lower BLM line Sec.17 NW1/4",42.09361111,-122.3836111,Keene Creek,Upper Klamath,Bureau of Land Management
23,Klamath River at USGS station below JC Boyle Powerhouse,42.085002,-122.073083,Klamath River,Upper Klamath,Bureau of Land Management
86,Klamath River below springs,42.115576,-122.055,Klamath River,Upper Klamath,Bureau of Land Management
75,"Klamath River, below JC Boyle Dam",42.120504,-122.048733,Klamath River,Upper Klamath,Bureau of Land Management
116,"Klamath River, near power house",42.093165,-122.068961,Klamath River,Upper Klamath,Bureau of Land Management
57,Long Branch Creek,42.186868,-121.013218,Long Branch Creek,Lost,Bureau of Land Management
155,"Lost River, East Branch",42.004613,-121.117155,East Branch Lost River,Lost,Bureau of Land Management
154,"Miller Creek, lower (sec 33)",42.143193,-121.179456,Miller Creek,Lost,Bureau of Land Management
48,"Miller Creek, upper",42.18607,-121.135721,Miller Creek,Lost,Bureau of Land Management
78,"Miners Creek, lower (Sec 34)",42.218001,-122.095966,Miners Creek,Upper Klamath,Bureau of Land Management
17,"Miners Creek, upper (Sec 33)",42.222848,-122.115938,Miners Creek,Upper Klamath,Bureau of Land Management
1874,"Parker Creek above confluence with Jenny Creek, @ BLM gage",42.07361111,-122.3413889,Parker Creek,Upper Klamath,Bureau of Land Management
46,Rock Creek,42.00995,-120.965527,Rock Creek,Lost,Bureau of Land Management
56,Sevenmile Canal Fish Screen,42.607731,-122.000757,Sevenmile Canal,Wood,Bureau of Land Management
8,Sevenmile Canal Pump Discharge,42.582513,-121.97095,Wood River Wetland,Wood,Bureau of Land Management
85,Spencer Creek (Sec 11),42.194547,-122.074366,Spencer Creek,Upper Klamath,Bureau of Land Management
114,Spencer Creek (sec 28),42.238308,-122.115419,Spencer Creek,Upper Klamath,Bureau of Land Management
102,Spencer Creek (sec. 2),42.205853,-122.088229,Spencer Creek,Upper Klamath,Bureau of Land Management
42,Spencer Creek at mouth,42.154234,-122.027397,Spencer Creek,Upper Klamath,Bureau of Land Management
182,"Spencer Creek, above mouth",42.159352,-122.028711,Spencer Creek,Upper Klamath,Bureau of Land Management
129,"Spencer Creek, upper (sec 21)",42.246185,-122.123237,Spencer Creek,Upper Klamath,Bureau of Land Management
12,Wood River Above Pump,42.619164,-121.966713,Wood River,Wood,Bureau of Land Management
1045,Wood River Control Structure,42.60457092,-121.9519473,Wood River Wetland,Wood,Bureau of Land Management
39,Wood River Dike Bridge,42.580995,-121.941716,Wood River,Wood,Bureau of Land Management
135,Wood River New Mouth,42.570344,-121.936218,Wood River,Wood,Bureau of Land Management
30,Wood River Old Mouth,42.577896,-121.940635,Wood River,Wood,Bureau of Land Management
118,Wood River Pump Discharge,42.605155,-121.953242,Wood River Wetland,Wood,Bureau of Land Management
81,Wood River Top Channel,42.596217,-121.942982,Wood River,Wood,Bureau of Land Management
1046,WRW North Half 1,42.60333155,-121.9597297,Wood River Wetland,Wood,Bureau of Land Management
1043,WRW South Half 1,42.59946425,-121.964029,Wood River Wetland,Wood,Bureau of Land Management
1044,WRW South Half 2,42.58447663,-121.9719513,Wood River Wetland,Wood,Bureau of Land Management
101,Brazie Ranch,41.687,-122.6,,Shasta,CA Dept of Forestry and Fire Protection
111,Quartz Hill,41.6,-122.929,,Scott,CA Dept of Forestry and Fire Protection
43,Trinity Camp,40.679,-122.833,,Trinity,CA Dept of Forestry and Fire Protection
173,Weed Airport,41.47889,-122.45472,,Shasta,CA Dept of Forestry and Fire Protection
1594,Coffee Creek Ranger Station,41.08944,-122.70861,,Trinity,CA Dept of Water Resources/DFM-Hydro-SMN
112,Mud Springs,40.71213,-123.28921,,Trinity,CA Dept of Water Resources/DFM-Hydro-SMN
1596,Shasta R at Grenada Pumping Plant,41.61,-122.47111,Shasta River,Shasta,CA Dept of Water Resources/North Central Region Office
1597,Big Springs Creek near Grenada,41.59923,-122.43136,Big Springs Creek,Shasta,CA Dept of Water Resources/North Region Office
1598,French Creek at Hwy 3 near Callahan,41.41175,-122.85883,French Creek,Scott,CA Dept of Water Resources/North Region Office
1599,Little Shasta River below Big Springs Rd,41.70674,-122.43803,Little Shasta River,Shasta,CA Dept of Water Resources/North Region Office
1600,Little Springs Creek near Grenada,41.59341,-122.43166,Little Springs Creek,Shasta,CA Dept of Water Resources/North Region Office
1601,Shackleford Ck nr Mugginsville,41.62481,-122.96567,Shackleford Creek,Scott,CA Dept of Water Resources/North Region Office
1602,Shasta R blw Cty Rd A-12 nr Grenada,41.64907,-122.49917,,Shasta,CA Dept of Water Resources/North Region Office
1603,Shasta R nr Edgewood,41.47288,-122.4394,Shasta River,Shasta,CA Dept of Water Resources/North Region Office
1604,Sugar Ck blw Darbee Ditch nr Callahan,41.31568,-122.86948,Sugar Creek,Scott,CA Dept of Water Resources/North Region Office
1605,Sugar Creek nr Callahan,41.32859,-122.84339,Sugar Creek,Scott,CA Dept of Water Resources/North Region Office
1763,Beaver Creek,41.873924,-122.818961,Beaver Creek,Middle Klamath,"Cal Poly Humboldt, O'Dowd Lab"
1764,Bogus Creek,41.929448,-122.437423,Bogus Creek,Middle Klamath,"Cal Poly Humboldt, O'Dowd Lab"
1765,Brown Bear River Access,41.823147,-122.961755,Klamath River,Middle Klamath,"Cal Poly Humboldt, O'Dowd Lab"
1766,Gottville River Access,41.858519,-122.749668,Klamath River,Middle Klamath,"Cal Poly Humboldt, O'Dowd Lab"
1767,Horse Creek,41.84391,-123.04045,Horse Creek,Middle Klamath,"Cal Poly Humboldt, O'Dowd Lab"
1768,Iron Gate Dam,41.930849,-122.442208,Klamath River,Middle Klamath,"Cal Poly Humboldt, O'Dowd Lab"
1762,Klamath at Grider Road,41.82776,-123.19087,Klamath River,Middle Klamath,"Cal Poly Humboldt, O'Dowd Lab"
1769,Seiad Cr,41.84338,-123.20722,Seiad Creek,Middle Klamath,"Cal Poly Humboldt, O'Dowd Lab"
2258,Copco 1,41.979276,-122.334528,Klamath River,Upper Klamath,Cal Trout
2257,Iron Gate,41.931222,-122.441523,Klamath River,Middle Klamath,Cal Trout
92,Anderson Grade bridge (RL),41.772131,-122.593099,Shasta River,Shasta,California Department of Fish and Wildlife_Yreka Office
1957,Beaver Creek near mouth,41.98319,-122.31708,Beaver Creek,Upper Klamath,California Department of Fish and Wildlife_Yreka Office
1958,Beaver Creek reservoir footprint approx 0.15 RM from Copco Road,41.99316,-122.3104,Beaver Creek,Upper Klamath,California Department of Fish and Wildlife_Yreka Office
29,Below furthest DS culvert (RR),41.589473,-122.428182,Little Springs Creek,Shasta,California Department of Fish and Wildlife_Yreka Office
113,Big Springs between second and third road crossing (RL),41.602184,-122.427531,Big Springs Creek,Shasta,California Department of Fish and Wildlife_Yreka Office
1770,Big Springs Complex Snorkel Surveys,41.601733,-122.420031,Big Springs Creek,Shasta,California Department of Fish and Wildlife_Yreka Office
90,Big Springs DS of Little Springs confluence (RL),41.595922,-122.433854,Big Springs Creek,Shasta,California Department of Fish and Wildlife_Yreka Office
176,Big Springs outfall (RL),41.599125,-122.409542,Big Springs Creek,Shasta,California Department of Fish and Wildlife_Yreka Office
63,Big Springs US of confluence with Shasta (RL),41.594307,-122.437897,Big Springs Creek,Shasta,California Department of Fish and Wildlife_Yreka Office
59,Big Springs US of Little Springs confluence (RL),41.596112,-122.43326,Big Springs Creek,Shasta,California Department of Fish and Wildlife_Yreka Office
1959,Bogus Creek PIT array river left,41.92884,-122.44167,Bogus Creek,Middle Klamath,California Department of Fish and Wildlife_Yreka Office
1961,Camp Creek,41.70838,-122.64484,Camp Creek,Lower Klamath,California Department of Fish and Wildlife_Yreka Office
1962,Camp Creek reservoir footprint,41.96756,-122.43729,Camp Creek,Upper Klamath,California Department of Fish and Wildlife_Yreka Office
1963,Camp Creek right below Copco Road,41.97359,-122.4366,Camp Creek,Upper Klamath,California Department of Fish and Wildlife_Yreka Office
136,CDFW fish counting facility near Iron Gate Hatchery (RL),41.9294,-122.438258,Bogus Creek,Middle Klamath,California Department of Fish and Wildlife_Yreka Office
47,CDFW fish counting weir facility and rotary screw trap,41.829374,-122.593767,Shasta River,Shasta,California Department of Fish and Wildlife_Yreka Office
177,CDFW fish counting weir facility and rotary screw trap (RR),41.829374,-122.593767,Shasta River,Shasta,California Department of Fish and Wildlife_Yreka Office
1960,CDFW juvenile outmigrant trap on Bogus Creek,41.92924,-122.43941,Bogus Creek,Middle Klamath,California Department of Fish and Wildlife_Yreka Office
1964,Copco Springs mouth,41.98475,-122.3257,Copco Springs,Upper Klamath,California Department of Fish and Wildlife_Yreka Office
1965,Deer Creek near mouth,41.97823,-122.30131,Deer Creek,Upper Klamath,California Department of Fish and Wildlife_Yreka Office
1966,Deer Creek reservoir footprint approx 0.2 RM from Copco Road,41.97376,-122.30032,Deer Creek,Upper Klamath,California Department of Fish and Wildlife_Yreka Office
145,Down a hill from Ball Mountain Little Shasta Road (RR),41.752407,-122.278479,Little Shasta River,Shasta,California Department of Fish and Wildlife_Yreka Office
5,DS of fenceline and above seep inflow (RL),41.582403,-122.428498,Hole in the Ground Creek,Shasta,California Department of Fish and Wildlife_Yreka Office
98,DS of Martin Dairy Day Use Area (RR),41.789633,-122.197786,Little Shasta River,Shasta,California Department of Fish and Wildlife_Yreka Office
97,DS of rotary screw trap near Cabin Hole,41.727763,-123.008785,Scott River,Scott,California Department of Fish and Wildlife_Yreka Office
99,DS of spring outfall culvert (RL),41.592249,-122.420445,Little Springs Creek,Shasta,California Department of Fish and Wildlife_Yreka Office
1968,Fall Creek below culvert at Copco Village,41.97319,-122.36667,Fall Creek,Upper Klamath,California Department of Fish and Wildlife_Yreka Office
1967,Fall Creek near mouth river left,41.9727,-122.36647,Fall Creek,Upper Klamath,California Department of Fish and Wildlife_Yreka Office
108,Hidden Valley Ranch above Hole in Ground Ranch (RL),41.561948,-122.407746,Shasta River,Shasta,California Department of Fish and Wildlife_Yreka Office
168,Hole in Ground Creek (RL),41.582272,-122.429865,Hole in the Ground Creek,Shasta,California Department of Fish and Wildlife_Yreka Office
72,Hole in Ground Creek (RR),41.582494,-122.430246,Hole in the Ground Creek,Shasta,California Department of Fish and Wildlife_Yreka Office
141,Hole in Ground Creek near seep (RL),41.582289,-122.430061,Hole in the Ground Creek,Shasta,California Department of Fish and Wildlife_Yreka Office
6,Hole in Ground Creek US of confluence with Shasta (RR),41.582763,-122.430419,Hole in the Ground Creek,Shasta,California Department of Fish and Wildlife_Yreka Office
122,Immediately DS of middle culvert (RR),41.588153,-122.425316,Little Springs Creek,Shasta,California Department of Fish and Wildlife_Yreka Office
28,In Bull Meadow Branch of the Little Shasta (RR),41.745839,-122.166096,Little Shasta River,Shasta,California Department of Fish and Wildlife_Yreka Office
100,In meadow on Martin Dairy Campground (RL),41.796297,-122.208927,Little Shasta River,Shasta,California Department of Fish and Wildlife_Yreka Office
1970,Jenny Creek,41.972764,-122.403805,Jenny Creek,Upper Klamath,California Department of Fish and Wildlife_Yreka Office
1969,Jenny Creek mouth,41.97176,-122.40501,Jenny Creek,Upper Klamath,California Department of Fish and Wildlife_Yreka Office
1972,Jenny Creek near CalFire water intake off Copco Road,41.97692,-122.39848,Jenny Creek,Upper Klamath,California Department of Fish and Wildlife_Yreka Office
1971,Jenny Creek reservoir footprint river left approx 200m below Copco road bridge,41.97339,-122.4015,Jenny Creek,Upper Klamath,California Department of Fish and Wildlife_Yreka Office
1771,"Left of culvert, if facing opening",41.592139,-122.420869,Little Springs Creek,Lower Klamath,California Department of Fish and Wildlife_Yreka Office
53,Little Springs at confluence (RR),41.59582,-122.433296,Little Springs Creek,Shasta,California Department of Fish and Wildlife_Yreka Office
186,Little Springs Creek DS of Louie Road crossing (RR),41.593936,-122.432268,Little Springs Creek,Shasta,California Department of Fish and Wildlife_Yreka Office
49,Little Springs Creek US of Louie Road crossing (RR),41.590882,-122.430034,Little Springs Creek,Shasta,California Department of Fish and Wildlife_Yreka Office
125,Little Springs Creek US of Louie Road crossing (RR),41.592853,-122.430896,Little Springs Creek,Shasta,California Department of Fish and Wildlife_Yreka Office
184,Location of rotary screw trap near Cabin Hole (RL),41.726425,-122.009707,Scott River,Scott,California Department of Fish and Wildlife_Yreka Office
174,"Nelson Ranch, location of CDFW screw trap (RR)",41.607643,-122.455034,Shasta River,Shasta,California Department of Fish and Wildlife_Yreka Office
143,Old water wheel location (RR),41.601706,-122.419895,Big Springs Creek,Shasta,California Department of Fish and Wildlife_Yreka Office
44,Outfall of Kettle Springs impoundment,41.549378,-122.428424,Parks Creek,Shasta,California Department of Fish and Wildlife_Yreka Office
89,Parks Creek immediately US of confluence with Shasta (RL),41.580774,-122.429674,Parks Creek,Shasta,California Department of Fish and Wildlife_Yreka Office
9,Parks Creek overflow (RR),41.588309,-122.433826,Parks Creek,Shasta,California Department of Fish and Wildlife_Yreka Office
67,Parks Creek US of confluence with channel from Kettle Springs,41.534206,-122.441392,Parks Creek,Shasta,California Department of Fish and Wildlife_Yreka Office
94,Parks Creek US of confluence with channel from Kettle Springs,41.535733,-122.444272,Parks Creek,Shasta,California Department of Fish and Wildlife_Yreka Office
1772,Scott River Adult Dive,41.681828,-123.095383,Scott River,Scott,California Department of Fish and Wildlife_Yreka Office
1773,Scott River Juvenile Snorkel Surveys,41.648433,-123.114061,Scott River,Scott,California Department of Fish and Wildlife_Yreka Office
41,Shasta Big Springs immediately US Big Springs (RR),41.593145,-122.438732,Shasta River,Shasta,California Department of Fish and Wildlife_Yreka Office
83,Shasta Big Springs Ranch DS Big Springs (RL),41.594078,-122.444883,Shasta River,Shasta,California Department of Fish and Wildlife_Yreka Office
65,Shasta Big Springs Ranch DS Big Springs (RR),41.593059,-122.444089,Shasta River,Shasta,California Department of Fish and Wildlife_Yreka Office
3,Shasta Big Springs Ranch DS Big Springs (RR),41.594117,-122.440466,Shasta River,Shasta,California Department of Fish and Wildlife_Yreka Office
77,Shasta Big Springs Ranch DS Big Springs (RR),41.594715,-122.446313,Shasta River,Shasta,California Department of Fish and Wildlife_Yreka Office
1774,Shasta Canyon Snorkel Surveys,41.814736,-122.587378,Shasta River,Shasta,California Department of Fish and Wildlife_Yreka Office
128,Shasta River DS of confluence with Hole in Ground Creek (RL),41.583411,-122.430637,Shasta River,Shasta,California Department of Fish and Wildlife_Yreka Office
36,Shasta River immediately DS of Hole in Ground Ranch (RR),41.58054,-122.428928,Shasta River,Shasta,California Department of Fish and Wildlife_Yreka Office
68,Shasta River US of confluence with Hole in Ground Creek (RL),41.582508,-122.430707,Shasta River,Shasta,California Department of Fish and Wildlife_Yreka Office
1976,Shovel Creek at road crossing 1 RKM above mouth,41.96505,-122.15102,Shovel Creek,Upper Klamath,California Department of Fish and Wildlife_Yreka Office
1974,Shovel Creek near mouth,41.97238,-122.2035,Shovel Creek,Upper Klamath,California Department of Fish and Wildlife_Yreka Office
1975,Shovel Creek pool near barn,41.97121,-122.20161,Shovel Creek,Upper Klamath,California Department of Fish and Wildlife_Yreka Office
152,Small channel with water from Hole in Ground Creek (RR),41.580679,-122.428801,Hole in the Ground Creek,Shasta,California Department of Fish and Wildlife_Yreka Office
140,Small seep between CSC 3 and 4 (RR),41.582511,-122.429201,Hole in the Ground Creek,Shasta,California Department of Fish and Wildlife_Yreka Office
58,Suspended over largest spring in impoundment,41.593874,-122.419952,Little Springs Creek,Shasta,California Department of Fish and Wildlife_Yreka Office
134,US of confluence with Parks Creek (RR),41.581178,-122.428966,Shasta River,Shasta,California Department of Fish and Wildlife_Yreka Office
21,US of dirt road crossing on forest service land (RL),41.758417,-122.250577,Little Shasta River,Shasta,California Department of Fish and Wildlife_Yreka Office
20,"US of Hole in Ground Creek, DS of Parks Creek (RL)",41.581851,-122.430597,Shasta River,Shasta,California Department of Fish and Wildlife_Yreka Office
153,"US of trap location, point of release for marked fish",41.824108,-122.594395,Shasta River,Shasta,California Department of Fish and Wildlife_Yreka Office
38,US Shasta confluence (RL),41.831202,-122.593338,Klamath River,Middle Klamath,California Department of Fish and Wildlife_Yreka Office
87,Water entering from opening in bank into Big Springs (RR),41.599531,-122.432263,Big Springs Creek,Shasta,California Department of Fish and Wildlife_Yreka Office
175,Darbee Ditch near Callahan,41.316,-122.8686,,Scott,California Department of Water Resources
109,Dwinnell Reservoir near Edgewood,41.54089355,-122.3745499,Shasta River,Shasta,California Department of Water Resources
162,French Creek at HWY 3 near Callahan,41.41174698,-122.8588257,French Creek,Scott,California Department of Water Resources
1606,Gazelle Mountain,41.533989,-122.532279,,Shasta,California Department of Water Resources
27,Little Shasta River near Montague,41.73309326,-122.3503571,Little Shasta River,Shasta,California Department of Water Resources
1607,Macdoel II,41.802476,-121.996159,,Butte,California Department of Water Resources
146,Mill Creek near Mugginsville,41.58152771,-122.9605865,Mill Creek,Scott,California Department of Water Resources
1608,Montague,41.798331,-122.463425,,Shasta,California Department of Water Resources
187,MWCD Parks Creek Diversion near Edgewood,41.45180511,-122.4476471,Parks Creek Diversion,Shasta,California Department of Water Resources
131,Parks Creek near Big Springs,41.57934189,-122.4330902,Parks Creek,Shasta,California Department of Water Resources
142,Parks Creek near Edgewood,41.4921,-122.4711,Parks Creek,Shasta,California Department of Water Resources
1609,Scott Valley â near Fort Jones,41.577778,-122.838125,,Scott,California Department of Water Resources
183,Shackelford Creek near Mugginsville,41.62481308,-122.9656677,Shackleford Creek,Scott,California Department of Water Resources
79,Shasta River near Edgewood,41.47288132,-122.4393997,Shasta River,Shasta,California Department of Water Resources
181,Sugar Creek below Darbee Ditch near Callahan,41.31568146,-122.8694839,Sugar Creek,Scott,California Department of Water Resources
160,Sugar Creek near Callahan,41.32859421,-122.8433914,Sugar Creek,Scott,California Department of Water Resources
1610,Tulelake â UC Field Office near Tulelake,41.958869,-121.47237,,Lost,California Department of Water Resources
1611,MWCD Parks Cr Diversion NR Edgewood,41.45181,-122.44765,Parks Creek Diversion,Shasta,Eyasco Inc.
1612,Parks Big Springs,41.5735,-122.4395,Parks Big Springs,Shasta,Eyasco Inc.
1613,Parks Ck blw MWCD Diversion nr Edgewood,41.45293,-122.44748,Parks Creek,Shasta,Eyasco Inc.
1614,Upper Parks Creek,41.43552,-122.47804,Parks Creek,Shasta,Eyasco Inc.
1180,Ah Pah Creek,41.411105,-123.977191,,Lower Klamath,Green Diamond Resource Company
1173,Ah Pah Creek (WY 2008-present),41.41229715,-123.9528557,Ah Pah Creek,Lower Klamath,Green Diamond Resource Company
1138,Ah_Pah_Moon,41.41669657,-123.9515441,Moon Creek,Lower Klamath,Green Diamond Resource Company
1139,Ah_Pah_Moon_1RME,41.42337363,-123.9758721,Moon Creek,Lower Klamath,Green Diamond Resource Company
1140,Ah_Pah_SF_(CM_reach),41.40840072,-123.9510361,South Fork Ah Pah Creek,Lower Klamath,Green Diamond Resource Company
1141,Ah_Pah_SF_(rock_pit),41.40712251,-123.9516167,South Fork Ah Pah Creek,Lower Klamath,Green Diamond Resource Company
1142,Ah_Pah_SF_(Yurok),41.40287909,-123.9500725,South Fork Ah Pah Creek,Lower Klamath,Green Diamond Resource Company
84,Ah_Pah_SF_1,41.39566693,-123.9502021,South Fork Ah Pah Creek,Lower Klamath,Green Diamond Resource Company
103,Blue_(above_WF),41.44853227,-123.8927733,Blue Creek,Lower Klamath,Green Diamond Resource Company
1143,Dandy,41.53648943,-123.959085,Dandy Creek,Lower Klamath,Green Diamond Resource Company
1174,EF Tectah Creek (WY 2015 - present),41.26288564,-123.9641439,Tectah Creek,Lower Klamath,Green Diamond Resource Company
1144,EFT_1,41.229869,-123.9502628,Tectah Creek,Lower Klamath,Green Diamond Resource Company
1178,Elk Prairie,41.222426,-123.958867,,Lower Klamath,Green Diamond Resource Company
1145,Hoppaw_Creek_13,41.53147683,-124.0079893,Hoppaw Creek,Lower Klamath,Green Diamond Resource Company
1179,Hunter Creek,41.614527,-124.058305,,Lower Klamath,Green Diamond Resource Company
1146,Hunter_(H300),41.61425658,-124.0331994,West Fork Hunter Creek,Lower Klamath,Green Diamond Resource Company
1147,Hunter_EF,41.5979303,-124.0211872,Hunter Creek,Lower Klamath,Green Diamond Resource Company
1148,Johnson_(T251),41.32835143,-123.8883356,Johnson Creek,Lower Klamath,Green Diamond Resource Company
172,Klamath_(below_Hunter),41.54567694,-124.061429,Klamath River,Lower Klamath,Green Diamond Resource Company
1149,Kurowitz,41.63719249,-124.0231217,Kurwitz Creek,Lower Klamath,Green Diamond Resource Company
1175,Little Surpur Creek (WY 2013-present),41.37345247,-123.9066261,Little Surpur Creek,Lower Klamath,Green Diamond Resource Company
1150,Little_Surpur,41.37227264,-123.9077578,Little Surpur Creek,Lower Klamath,Green Diamond Resource Company
45,Little_Surpur_1,41.3696597,-123.9147532,Little Surpur Creek,Lower Klamath,Green Diamond Resource Company
1151,Mettah_(J805),41.27678825,-123.9250297,Mettah Creek,Lower Klamath,Green Diamond Resource Company
1152,Middle_Fork_Ah_Pah_1,41.40229019,-123.9734186,Ah Pah Creek,Lower Klamath,Green Diamond Resource Company
1153,Middle_Fork_Ah_Pah_2,41.38969735,-123.9802723,Ah Pah Creek,Lower Klamath,Green Diamond Resource Company
1154,Middle_Fork_Ah_Pah_3,41.40287343,-123.9735716,Ah Pah Creek,Lower Klamath,Green Diamond Resource Company
1155,Middle_Fork_Ah_Pah_4,41.40784572,-123.9975248,Ah Pah Creek,Lower Klamath,Green Diamond Resource Company
1156,Morek,41.2749969,-123.8323167,Morek Creek,Lower Klamath,Green Diamond Resource Company
1157,Mynot_(02),41.56620949,-124.027422,Mynot Creek,Lower Klamath,Green Diamond Resource Company
1158,Roach_(R100),41.22010352,-123.8895024,Roach Creek,Lower Klamath,Green Diamond Resource Company
1159,Roach_SF,41.18411189,-123.894052,Roach Creek,Lower Klamath,Green Diamond Resource Company
1176,SF Ah Pah Creek (WY 2017-present),41.40883812,-123.9510297,South Fork Ah Pah Creek,Lower Klamath,Green Diamond Resource Company
1160,Surpur,41.37455193,-123.9375135,Surpur Creek,Lower Klamath,Green Diamond Resource Company
1161,Surpur_A400A_(Rhva),41.34894079,-123.9553994,Surpur Creek,Lower Klamath,Green Diamond Resource Company
1162,Surpur_A400B_(Rhva),41.35212651,-123.9501497,Surpur Creek,Lower Klamath,Green Diamond Resource Company
1163,Surpur_B1042B_(Rhva),41.37542083,-123.9515292,Surpur Creek,Lower Klamath,Green Diamond Resource Company
1164,Surpur_B700A_(Rhva),41.36760261,-123.9641945,Surpur Creek,Lower Klamath,Green Diamond Resource Company
1165,Surpur_South_(Astr),41.3491651,-123.9561432,Surpur Creek,Lower Klamath,Green Diamond Resource Company
1166,Surpur_West_(Astr),41.36640947,-123.9528775,Surpur Creek,Lower Klamath,Green Diamond Resource Company
179,Tec_Air_1,41.26334778,-123.9642362,,Lower Klamath,Green Diamond Resource Company
1167,Tectah_(CM_reach),41.35688497,-123.9044768,Tectah Creek,Lower Klamath,Green Diamond Resource Company
1168,Tectah_T100_(Astr),41.29487239,-123.9505439,Tectah Creek,Lower Klamath,Green Diamond Resource Company
1169,Tectah_T190_(Astr),41.29708846,-123.9500646,Tectah Creek,Lower Klamath,Green Diamond Resource Company
1170,Tully_(W1200),41.20216622,-123.8253367,Tully Creek,Lower Klamath,Green Diamond Resource Company
1177,WF Tectah Creek (WY 2015-present),41.26297567,-123.9658708,Tectah Creek,Lower Klamath,Green Diamond Resource Company
1171,WFT_1,41.26350655,-123.9653203,Tectah Creek,Lower Klamath,Green Diamond Resource Company
167,WFT_5,41.26277018,-123.9715219,West Fork Tectah Creek,Lower Klamath,Green Diamond Resource Company
50,WFT_6,41.26255943,-123.9715743,West Fork Tectah Creek,Lower Klamath,Green Diamond Resource Company
133,Big_Hill,41.1,-123.64,,Trinity,Hoopa Tribe
170,Campbell Creek,41.02,-123.65,Campbell Creek,Trinity,Hoopa Tribe
1480,Confluence of Klamath and Trinity Rivers,41.187,-123.713,Klamath River,Lower Klamath,Hoopa Tribe
1479,Hospital Creek,41.041352,-123.679824,Hospital Creek,Trinity,Hoopa Tribe
171,Hospital Creek,41.04,-123.68,Hospital Creek,Trinity,Hoopa Tribe
1491,Hostler Creek,41.02544,-123.639049,Hostler Creek,Trinity,Hoopa Tribe
22,Hostler Creek,41.07,-123.68,Hostler Creek,Trinity,Hoopa Tribe
80,Klamath River/Hoopa,41.19,-123.68,Klamath River,Lower Klamath,Hoopa Tribe
126,Klamath/Trinity River,41.19,-123.71,Trinity River,Trinity,Hoopa Tribe
60,Lower Beaver Creek,41.1,-123.71,Beaver Creek,Trinity,Hoopa Tribe
1482,Lower Campbell Creek,41.022511,-123.649183,Campbell Creek,Trinity,Hoopa Tribe
1483,Lower Hostler Creek,41.075103,-123.688141,Hostler Creek,Trinity,Hoopa Tribe
1484,Lower Mill Creek,41.089677,-123.703186,Mill Creek,Trinity,Hoopa Tribe
