station_id,station_name,lat,lon,county,waterbody,huc8,organization,batch_year
7452_B08,B08-7452,33.93408,-118.89655,FEDERAL WATERS,,,LACSD,2008
7457_B08,B08-7457,33.93804,-119.26619,FEDERAL WATERS,,,NOAACOAST,2008
7609_B08,B08-7609,34.14379,-120.17822,FEDERAL WATERS,,,CSD,2008
7645_B08,B08-7645,34.21335,-119.59106,FEDERAL WATERS,,,CSD,2008
7684_B08,B08-7684,34.28551,-120.28014,FEDERAL WATERS,,,CSD,2008
7528_B08,B08-7528,34.04406,-119.05558,VENTURA,,,ABCL,2008
7728_B08,B08-7728,34.39548,-119.66218,SANTA BARBARA,,,CSD,2008
7750_B08,B08-7750,34.41352,-120.22272,FEDERAL WATERS,,,CSD,2008
7752_B08,B08-7752,34.43856,-120.28506,SANTA BARBARA,,,CSD,2008
B13-8036,B13-8036 OpenwaterStation,32.64828,-117.11623,SAN DIEGO,,,SCCWRP,2013
B13-8040,B13-8040 OpenwaterStation,32.64896,-117.11012,SAN DIEGO,,,SCCWRP,2013
B13-8050,B13-8050 OpenwaterStation,32.65747,-117.12274,SAN DIEGO,,,SCCWRP,2013
B13-8053,B13-8053 OpenwaterStation,32.65848,-117.11953,SAN DIEGO,,,SCCWRP,2013
B13-8058,B13-8058 OpenwaterStation,32.66106,-117.144,SAN DIEGO,,,SCCWRP,2013
B13-8073,B13-8073 OpenwaterStation,32.68052,-117.17523,SAN DIEGO,,,SCCWRP,2013
B13-8075,B13-8075 OpenwaterStation,32.68547,-117.1341,SAN DIEGO,,,SCCWRP,2013
7604_B08,B08-7604,34.13287,-119.3797,FEDERAL WATERS,,,CSD,2008
B13-8096,B13-8096 OpenwaterStation,32.69857,-117.15877,SAN DIEGO,,,SCCWRP,2013
B13-8136,B13-8136 OpenwaterStation,32.75785,-117.22741,SAN DIEGO,,,SCCWRP,2013
B13-8156,B13-8156 OpenwaterStation,32.78093,-117.2496,SAN DIEGO,,,SCCWRP,2013
B13-8188,B13-8188 OpenwaterStation,33.01616,-117.28071,SAN DIEGO,,,SCCWRP,2013
B13-8205,B13-8205 OpenwaterStation,33.08886,-117.29564,SAN DIEGO,,,SCCWRP,2013
B13-8233,B13-8233 OpenwaterStation,33.20485,-117.39075,SAN DIEGO,,,SCCWRP,2013
7700_B08,B08-7700,34.31445,-120.28235,FEDERAL WATERS,,,CSD,2008
B13-8259,B13-8259 OpenwaterStation,33.45894,-117.69773,ORANGE,,,SCCWRP,2013
B13-8263,B13-8263 OpenwaterStation,33.46071,-117.70556,ORANGE,,,SCCWRP,2013
7709_B08,B08-7709,34.34424,-120.36861,FEDERAL WATERS,,,NOAACOAST,2008
7714_B08,B08-7714,34.36211,-119.58528,SANTA BARBARA,,,CSD,2008
B13-8295,B13-8295 OpenwaterStation,33.6865,-118.03631,ORANGE,,,SCCWRP,2013
B13-8298,B13-8298 OpenwaterStation,33.6974,-118.04056,ORANGE,,,SCCWRP,2013
B13-8301,B13-8301 OpenwaterStation,33.71028,-118.05957,ORANGE,,,SCCWRP,2013
B13-8316,B13-8316-Los Angeles Inner Harbor,33.72387,-118.2627,LOS ANGELES,,,SCCWRP,2013
7753_B08,B08-7753,34.4454,-120.4264,SANTA BARBARA,,,CSD,2008
B13-8318,B13-8318-Long Beach Outer Harbor,33.72421,-118.22437,LOS ANGELES,,,SCCWRP,2013
B13-8326,B13-8326-Long Beach Outer Harbor,33.72924,-118.23361,LOS ANGELES,,,SCCWRP,2013
B13-8333,B13-8333-Long Beach Outer Harbor,33.7311,-118.1924,LOS ANGELES,,,SCCWRP,2013
B13-8340,B13-8340-Los Angeles Inner Harbor,33.73549,-118.27676,LOS ANGELES,,,SCCWRP,2013
B13-8347,B13-8347-Long Beach Outer Harbor,33.73891,-118.21039,LOS ANGELES,,,SCCWRP,2013
B13-8350,B13-8350 OpenwaterStation,33.73992,-118.17122,LOS ANGELES,,,SCCWRP,2013
B13-8033,B13-8033 OpenwaterStation,32.64776,-117.11994,SAN DIEGO,,,SCCWRP,2013
B13-8052,B13-8052 OpenwaterStation,32.65828,-117.14434,SAN DIEGO,,,SCCWRP,2013
B13-8360,B13-8360-Long Beach Inner Harbor,33.74553,-118.2157,LOS ANGELES,,,SCCWRP,2013
B13-8363,B13-8363-Long Beach Inner Harbor,33.74719,-118.22137,LOS ANGELES,,,SCCWRP,2013
B13-8365,B13-8365-Long Beach Inner Harbor,33.74767,-118.19819,LOS ANGELES,,,SCCWRP,2013
B13-8367,B13-8367-Los Angeles Inner Harbor,33.74853,-118.2489,LOS ANGELES,,,SCCWRP,2013
B13-8374,B13-8374-Long Beach Inner Harbor,33.75269,-118.21776,LOS ANGELES,,,SCCWRP,2013
B13-8066,B13-8066 OpenwaterStation,32.67178,-117.12578,SAN DIEGO,,,SCCWRP,2013
B13-8378,B13-8378 OpenwaterStation,33.75299,-118.10511,LOS ANGELES,,,SCCWRP,2013
B13-8382,B13-8382-Long Beach Inner Harbor,33.75512,-118.23012,LOS ANGELES,,,SCCWRP,2013
B13-8383,B13-8383 OpenwaterStation,33.75536,-118.12987,LOS ANGELES,,,SCCWRP,2013
B13-8394,B13-8394 OpenwaterStation,33.76578,-118.10355,LOS ANGELES,,,SCCWRP,2013
B13-8397,B13-8397-Los Angeles Inner Harbor,33.767,-118.24938,LOS ANGELES,,,SCCWRP,2013
SCBPP_0533,0533_SCBPP,34.25745,-119.32988,VENTURA,,,TEX-AM,1994
B13-8118,B13-8118 OpenwaterStation,32.71979,-117.17863,SAN DIEGO,,,SCCWRP,2013
B13-8399,B13-8399-Long Beach Inner Harbor,33.76871,-118.22204,LOS ANGELES,,,SCCWRP,2013
B13-8401,B13-8401-Long Beach Inner Harbor,33.77158,-118.2118,LOS ANGELES,,,SCCWRP,2013
B13-8407,B13-8407 OpenwaterStation,33.9643,-118.45345,LOS ANGELES,,,SCCWRP,2013
B13-8409,B13-8409 OpenwaterStation,33.97031,-118.4482,LOS ANGELES,,,SCCWRP,2013
B13-8411,B13-8411 OpenwaterStation,33.97134,-118.43959,LOS ANGELES,,,SCCWRP,2013
B13-8419,B13-8419 OpenwaterStation,34.10078,-119.08739,VENTURA,,,SCCWRP,2013
B13-8431,B13-8431 OpenwaterStation,34.40438,-119.68903,SANTA BARBARA,,,SCCWRP,2013
B13-9125,B13-9125 OpenwaterStation,33.22069,-117.51202,SAN DIEGO,,,SCCWRP,2013
B13-9130,B13-9130 OpenwaterStation,33.26882,-117.53942,SAN DIEGO,,,SCCWRP,2013
SCBPP_1085,1085_SCBPP,33.9015,-118.47883,LOS ANGELES,,,CLAEMD,1994
B13-9132,B13-9132 OpenwaterStation,33.27417,-118.08588,ORANGE,,,SCCWRP,2013
SCBPP_1332,1332_SCBPP,33.64492,-118.14528,FEDERAL WATERS,,,TEX-AM,1994
SCBPP_1340,1340_SCBPP,33.64092,-118.23883,FEDERAL WATERS,,,TEX-AM,1994
B13-9155,B13-9155 OpenwaterStation,33.48685,-118.42354,LOS ANGELES,,,SCCWRP,2013
B13-9160,B13-9160 OpenwaterStation,33.50366,-117.91586,ORANGE,,,SCCWRP,2013
B13-9171,B13-9171 OpenwaterStation,33.5214,-117.7698,ORANGE,,,SCCWRP,2013
SCBPP_1839,1839_SCBPP,32.6775,-117.27467,SAN DIEGO,,,TEX-AM,1994
B13-8236,B13-8236 OpenwaterStation,33.20693,-117.39351,SAN DIEGO,,,SCCWRP,2013
B13-9190,B13-9190 OpenwaterStation,33.57929,-118.32888,LOS ANGELES,,,SCCWRP,2013
B13-9192,B13-9192 OpenwaterStation,33.58086,-117.86846,ORANGE,,,SCCWRP,2013
B13-9194,B13-9194 OpenwaterStation,33.58976,-117.89468,ORANGE,,,SCCWRP,2013
B13-8267,B13-8267 OpenwaterStation,33.46195,-117.70205,ORANGE,,,SCCWRP,2013
2131_B98,B98_2131,34.16291,-119.22436,VENTURA,,,CRGML,1998
B13-9210,B13-9210 OpenwaterStation,33.63906,-118.34245,LOS ANGELES,,,SCCWRP,2013
B13-9211,B13-9211 OpenwaterStation,33.64026,-118.33735,LOS ANGELES,,,SCCWRP,2013
B13-9214,B13-9214 OpenwaterStation,33.643,-118.07835,ORANGE,,,SCCWRP,2013
B13-8308,B13-8308-Los Angeles Outer Harbor,33.7174,-118.24385,LOS ANGELES,,,SCCWRP,2013
B13-9221,B13-9221 OpenwaterStation,33.65956,-118.13065,LOS ANGELES,,,SCCWRP,2013
B13-9225,B13-9225 OpenwaterStation,33.68691,-118.52101,LOS ANGELES,,,SCCWRP,2013
B13-9228,B13-9228 OpenwaterStation,33.69409,-118.34651,LOS ANGELES,,,SCCWRP,2013
2169_B98,B98_2169,33.76801,-118.27816,LOS ANGELES,,,CLAEMD,1998
B13-9237,B13-9237 OpenwaterStation,33.72141,-118.41792,LOS ANGELES,,,SCCWRP,2013
B13-8349,B13-8349-Long Beach Outer Harbor,33.73906,-118.23651,LOS ANGELES,,,SCCWRP,2013
2173_B98,B98_2173,33.74763,-118.23769,LOS ANGELES,,,CLAEMD,1998
B13-9246,B13-9246 OpenwaterStation,33.73639,-118.52796,LOS ANGELES,,,SCCWRP,2013
B13-9250,B13-9250 OpenwaterStation,33.7602,-118.54097,LOS ANGELES,,,SCCWRP,2013
B13-9251,B13-9251 OpenwaterStation,33.76682,-118.46048,LOS ANGELES,,,SCCWRP,2013
2185_B98,B98_2185,33.73303,-118.19945,LOS ANGELES,,,CRGML,1998
2187_B98,B98_2187,33.73123,-118.18399,LOS ANGELES,,,CRGML,1998
2188_B98,B98_2188,33.73399,-118.08882,ORANGE,,,CRGML,1998
B13-9265,B13-9265 OpenwaterStation,33.85259,-119.19421,VENTURA,,,SCCWRP,2013
2190_B98,B98_2190,33.94792,-118.52871,FEDERAL WATERS,,,CLAEMD,1998
B13-9388,B13-9388 OpenwaterStation,34.14562,-119.77009,SANTA BARBARA,,,SCCWRP,2013
B13-9399,B13-9399 OpenwaterStation,34.18235,-120.40732,SANTA BARBARA,,,SCCWRP,2013
2204_B98,B98_2204,33.6968,-118.33906,LOS ANGELES,,,SCCWRP,1998
B13-9413,B13-9413 OpenwaterStation,34.22414,-119.60633,SANTA BARBARA,,,SCCWRP,2013
B13-8396,B13-8396-Los Angeles Inner Harbor,33.7662,-118.27747,LOS ANGELES,,,SCCWRP,2013
B13-9417,B13-9417 OpenwaterStation,34.23279,-119.70681,SANTA BARBARA,,,SCCWRP,2013
2210_B98,B98_2210,33.58968,-118.04062,FEDERAL WATERS,,,OCSD,1998
B13-9428,B13-9428 OpenwaterStation,34.26112,-119.76734,SANTA BARBARA,,,SCCWRP,2013
B13-9443,B13-9443 OpenwaterStation,34.31445,-120.28235,SANTA BARBARA,,,SCCWRP,2013
B13-9448,B13-9448 OpenwaterStation,34.34384,-119.77376,SANTA BARBARA,,,SCCWRP,2013
B13-9455,B13-9455 OpenwaterStation,34.3605,-119.89146,SANTA BARBARA,,,SCCWRP,2013
B13-9456,B13-9456 OpenwaterStation,34.36084,-119.84922,SANTA BARBARA,,,SCCWRP,2013
2224_B98,B98_2224,32.71292,-117.23367,SAN DIEGO,,,CSD,1998
2226_B98,B98_2226,32.71138,-117.23213,SAN DIEGO,,,SCCWRP,1998
B13-9466,B13-9466 OpenwaterStation,34.39548,-119.66218,SANTA BARBARA,,,SCCWRP,2013
B13-9468,B13-9468 OpenwaterStation,34.39975,-119.87481,SANTA BARBARA,,,SCCWRP,2013
B13-9133,B13-9133 OpenwaterStation,33.3175,-118.16009,LOS ANGELES,,,SCCWRP,2013
B13-9476,B13-9476 OpenwaterStation,34.42003,-120.26919,SANTA BARBARA,,,SCCWRP,2013
B13-9148,B13-9148 OpenwaterStation,33.46387,-118.39468,LOS ANGELES,,,SCCWRP,2013
2235_B98,B98_2235,32.64081,-117.13707,SAN DIEGO,,,CSD,1998
B13-9150,B13-9150 OpenwaterStation,33.46444,-117.76246,ORANGE,,,SCCWRP,2013
B13-9152,B13-9152 OpenwaterStation,33.47427,-117.73662,ORANGE,,,SCCWRP,2013
2239_B98,B98_2239,32.68248,-117.14509,SAN DIEGO,,,CSD,1998
2242_B98,B98_2242,32.66493,-117.14993,SAN DIEGO,,,SCCWRP,1998
B13-9161,B13-9161 OpenwaterStation,33.50506,-117.77313,ORANGE,,,SCCWRP,2013
2245_B98,B98_2245,32.65091,-117.14279,SAN DIEGO,,,CSD,1998
B13-9173,B13-9173 OpenwaterStation,33.52456,-117.79534,ORANGE,,,SCCWRP,2013
B18-10020,B18-10020,32.75827226,-117.2443929,SAN DIEGO,,,SCCWRP,2018
2257_B98,B98_2257,32.67693,-117.13415,SAN DIEGO,,,CSD,1998
B13-9202,B13-9202 OpenwaterStation,33.62105,-118.19507,LOS ANGELES,,,SCCWRP,2013
B13-9204,B13-9204 OpenwaterStation,33.6278,-117.9872,ORANGE,,,SCCWRP,2013
B18-10040,B18-10040,32.64175,-117.11708,SAN DIEGO,,,SCCWRP,2018
B13-9205,B13-9205 OpenwaterStation,33.63083,-118.26736,LOS ANGELES,,,SCCWRP,2013
2267_B98,B98_2267,34.4057,-119.8254,SANTA BARBARA,,,CSD,1998
2281_B98,B98_2281,33.4329,-117.6985,ORANGE,,,CRGML,1998
B13-9217,B13-9217 OpenwaterStation,33.648,-118.1495,LOS ANGELES,,,SCCWRP,2013
B13-9219,B13-9219 OpenwaterStation,33.6545,-118.05838,ORANGE,,,SCCWRP,2013
B18-10070,B18-10070,33.20929,-117.39532,SAN DIEGO,,,SCCWRP,2018
B13-9223,B13-9223 OpenwaterStation,33.67587,-118.33247,LOS ANGELES,,,SCCWRP,2013
B18-10082,B18-10082,32.71643,-117.22662,SAN DIEGO,,,SCCWRP,2018
B13-9236,B13-9236 OpenwaterStation,33.71121,-118.45872,LOS ANGELES,,,SCCWRP,2013
2297_B98,B98_2297,33.723,-118.2353,LOS ANGELES,,,CRGML,1998
B13-9239,B13-9239 OpenwaterStation,33.72266,-118.15526,LOS ANGELES,,,SCCWRP,2013
B13-9241,B13-9241 OpenwaterStation,33.72565,-118.45606,LOS ANGELES,,,SCCWRP,2013
B13-9245,B13-9245 OpenwaterStation,33.733,-118.1215,LOS ANGELES,,,SCCWRP,2013
6479_B08,B08-6479,33.7604,-118.12209,LOS ANGELES,,,CSD,2008
7008_B08,B08-7008,32.58567,-117.3411,FEDERAL WATERS,,,NOAACOAST,2008
7068_B08,B08-7068,32.71039,-117.30977,SAN DIEGO,,,CSD,2008
7080_B08,B08-7080,32.74149,-117.42695,FEDERAL WATERS,,,CSD,2008
7082_B08,B08-7082,32.76012,-117.55549,FEDERAL WATERS,,,CSD,2008
7097_B08,B08-7097,32.84262,-117.54891,FEDERAL WATERS,,,CSD,2008
7099_B08,B08-7099,32.85096,-117.41068,FEDERAL WATERS,,,CSD,2008
7104_B08,B08-7104,32.9318,-117.39483,FEDERAL WATERS,,,CSD,2008
7111_B08,B08-7111,32.99614,-117.38861,FEDERAL WATERS,,,NOAACOAST,2008
7126_B08,B08-7126,33.10199,-117.63092,FEDERAL WATERS,,,CSD,2008
7064_B08,B08-7064,32.69385,-117.39582,FEDERAL WATERS,,,CSD,2008
7093_B08,B08-7093,32.8079,-117.3442,FEDERAL WATERS,,,CSD,2008
7102_B08,B08-7102,32.88625,-117.48326,FEDERAL WATERS,,,NOAACOAST,2008
7145_B08,B08-7145,33.15223,-117.38101,SAN DIEGO,,,CRGML,2008
7324_B08,B08-7324,33.702,-118.30387,LOS ANGELES,,,LACSD,2008
7325_B08,B08-7325,33.70286,-118.08263,ORANGE,,,LACSD,2008
B98_122001,122001_B98,33.6249,-117.964,ORANGE,,,OCSD,1998
B98_113103,113103_B98,33.2219,-117.45,SAN DIEGO,,,MEC,1998
B98_121901,121901_B98,33.6198,-117.955,ORANGE,,,OCSD,1998
B98_122002,122002_B98,33.615,-117.972,ORANGE,,,OCSD,1998
B98_124001,124001_B98,33.6653,-118.035,ORANGE,,,OCSD,1998
B98_124502,124502_B98,33.679,-118.076,ORANGE,,,OCSD,1998
B13-8239,B13-8239 OpenwaterStation,33.20764,-117.39742,SAN DIEGO,,,SCCWRP,2013
B13-8253,B13-8253 OpenwaterStation,33.23321,-117.41318,SAN DIEGO,,,SCCWRP,2013
B13-8302,B13-8302-Los Angeles Outer Harbor,33.71242,-118.2579,LOS ANGELES,,,SCCWRP,2013
B13-8304,B13-8304-Los Angeles Outer Harbor,33.71345,-118.24131,LOS ANGELES,,,SCCWRP,2013
7717_B08,B08-7717,34.36628,-119.45927,VENTURA,,,NOAACOAST,2008
7732_B08,B08-7732,34.39766,-120.07158,FEDERAL WATERS,,,CSD,2008
7744_B08,B08-7744,34.4052,-120.31916,FEDERAL WATERS,,,CSD,2008
7186_B08,B08-7186,33.41845,-118.02251,FEDERAL WATERS,,,OCSD,2008
7200_B08,B08-7200,33.45449,-118.25805,FEDERAL WATERS,,,NOAACOAST,2008
7210_B08,B08-7210,33.47534,-118.09962,FEDERAL WATERS,,,OCSD,2008
7238_B08,B08-7238,33.54382,-118.65987,FEDERAL WATERS,,,NOAACOAST,2008
7288_B08,B08-7288,33.62157,-118.44349,FEDERAL WATERS,,,LACSD,2008
7410_B08,B08-7410,33.84796,-118.56788,FEDERAL WATERS,,,CLAEMD,2008
7474_B08,B08-7474,33.9625,-118.4762,LOS ANGELES,,,CLAEMD,2008
7476_B08,B08-7476,33.96626,-120.34609,SANTA BARBARA,,,CSD,2008
7619_B08,B08-7619,34.1611,-120.31952,FEDERAL WATERS,,,CSD,2008
7632_B08,B08-7632,34.18317,-120.35129,FEDERAL WATERS,,,CSD,2008
7651_B08,B08-7651,34.22414,-119.60633,FEDERAL WATERS,,,CSD,2008
7701_B08,B08-7701,34.31661,-119.72398,FEDERAL WATERS,,,CSD,2008
B13-8002,B13-8002 OpenwaterStation,32.55659,-117.12813,SAN DIEGO,,,SCCWRP,2013
B13-8018,B13-8018 OpenwaterStation,32.63403,-117.10721,SAN DIEGO,,,SCCWRP,2013
B13-8043,B13-8043 OpenwaterStation,32.65008,-117.10506,SAN DIEGO,,,SCCWRP,2013
B13-8049,B13-8049 OpenwaterStation,32.65607,-117.12244,SAN DIEGO,,,SCCWRP,2013
B13-8056,B13-8056 OpenwaterStation,32.66033,-117.12292,SAN DIEGO,,,SCCWRP,2013
B13-8076,B13-8076 OpenwaterStation,32.68632,-117.13295,SAN DIEGO,,,SCCWRP,2013
B13-8100,B13-8100 OpenwaterStation,32.70226,-117.16198,SAN DIEGO,,,SCCWRP,2013
B13-8152,B13-8152 OpenwaterStation,32.76749,-117.2416,SAN DIEGO,,,SCCWRP,2013
B13-8218,B13-8218 OpenwaterStation,33.13922,-117.33775,SAN DIEGO,,,SCCWRP,2013
B13-8306,B13-8306-Los Angeles Harbor Inner Cabrillo Beach,33.71475,-118.28269,LOS ANGELES,,,SCCWRP,2013
B13-8319,B13-8319 OpenwaterStation,33.7256,-118.13738,LOS ANGELES,,,SCCWRP,2013
B13-8322,B13-8322-Long Beach Outer Harbor,33.72762,-118.21274,LOS ANGELES,,,SCCWRP,2013
B13-8338,B13-8338 OpenwaterStation,33.7351,-118.09155,ORANGE,,,SCCWRP,2013
B13-8353,B13-8353 OpenwaterStation,33.74202,-118.11713,LOS ANGELES,,,SCCWRP,2013
B13-8356,B13-8356-Long Beach Inner Harbor,33.74337,-118.20448,LOS ANGELES,,,SCCWRP,2013
B13-8390,B13-8390 OpenwaterStation,33.76101,-118.20211,LOS ANGELES,,,SCCWRP,2013
B13-8391,B13-8391 OpenwaterStation,33.76256,-118.20497,LOS ANGELES,,,SCCWRP,2013
B13-9163,B13-9163 OpenwaterStation,33.50792,-117.81413,ORANGE,,,SCCWRP,2013
B13-9179,B13-9179 OpenwaterStation,33.55625,-118.02254,ORANGE,,,SCCWRP,2013
B13-9201,B13-9201 OpenwaterStation,33.6132,-118.71975,LOS ANGELES,,,SCCWRP,2013
B13-9207,B13-9207 OpenwaterStation,33.63784,-118.30275,LOS ANGELES,,,SCCWRP,2013
B13-9319,B13-9319 OpenwaterStation,33.99744,-118.49182,LOS ANGELES,,,SCCWRP,2013
B13-9320,B13-9320 OpenwaterStation,33.99917,-118.86887,LOS ANGELES,,,SCCWRP,2013
B13-9436,B13-9436 OpenwaterStation,34.28711,-120.45557,SANTA BARBARA,,,SCCWRP,2013
B13-9449,B13-9449 OpenwaterStation,34.34408,-119.56258,SANTA BARBARA,,,SCCWRP,2013
B13-9459,B13-9459 OpenwaterStation,34.36839,-120.11302,SANTA BARBARA,,,SCCWRP,2013
B18-10015,B18-10015,32.78730613,-117.2099913,SAN DIEGO,,,SCCWRP,2018
B18-10032,B18-10032,32.67526,-117.14397,SAN DIEGO,,,SCCWRP,2018
B18-10074,B18-10074,32.77706769,-117.249967,SAN DIEGO,,,SCCWRP,2018
B18-10112,B18-10112,32.71627,-117.17632,SAN DIEGO,,,SCCWRP,2018
B18-10116,B18-10116,32.6914,-117.15337,SAN DIEGO,,,SCCWRP,2018
B18-10119,B18-10119,32.69004,-117.1432,SAN DIEGO,,,SCCWRP,2018
B18-10126,B18-10126,32.68173,-117.13109,SAN DIEGO,,,SCCWRP,2018
B18-10133,B18-10133,32.67313,-117.12943,SAN DIEGO,,,SCCWRP,2018
B18-10158,B18-10158,33.64677,-117.88462,ORANGE,,,SCCWRP,2018
B18-10159,B18-10159,33.64582,-117.88868,ORANGE,,,SCCWRP,2018
B18-10165,B18-10165,33.61797,-117.9039,ORANGE,,,SCCWRP,2018
B18-10169,B18-10169,33.13982,-117.31879,SAN DIEGO,,,SCCWRP,2018
B18-10171,B18-10171,33.08992,-117.27848,SAN DIEGO,,,SCCWRP,2018
B18-10175,B18-10175,32.93258,-117.25812,SAN DIEGO,,,SCCWRP,2018
B18-10176,B18-10176,32.75778,-117.22729,SAN DIEGO,,,WestonSolu,2018
B18-10193,B18-10193,33.20341,-117.39078,SAN DIEGO,,,SCCWRP,2018
B18-10199,B18-10199,32.65833,-117.08308,SAN DIEGO,,,SCCWRP,2018
B18-10201,B18-10201,32.59892,-117.11589,SAN DIEGO,,,SCCWRP,2018
B18-10207,B18-10207,34.3960926,-119.6623071,SANTA BARBARA,,,SCCWRP,2018
B18-10231,B18-10231,33.30723,-117.52338,SAN DIEGO,,,SCCWRP,2018
B18-10233,B18-10233,33.03999,-117.31188,SAN DIEGO,,,SCCWRP,2018
B18-10239,B18-10239,32.61205,-117.14342,SAN DIEGO,,,SCCWRP,2018
B18-10244,B18-10244,34.3591,-119.82501,SANTA BARBARA,,,SCCWRP,2018
B18-10245,B18-10245,34.3576,-119.67377,SANTA BARBARA,,,SCCWRP,2018
B18-10269,B18-10269,33.08759,-117.35117,SAN DIEGO,,,SCCWRP,2018
B18-10271,B18-10271,32.85105,-117.32598,SAN DIEGO,,,SCCWRP,2018
B18-10275,B18-10275,32.63241,-117.30571,OOS,,,SCCWRP,2018
B18-10278,B18-10278,32.55155,-117.19943,OOS,,,SCCWRP,2018
B18-10311,B18-10311,33.76675,-118.4602333,LOS ANGELES,,,SCCWRP,2018
B18-10317,B18-10317,33.22107,-117.51145,OOS,,,SCCWRP,2018
B18-10323,B18-10323,34.31458,-120.28148,OOS,,,SCCWRP,2018
B18-10335,B18-10335,34.14569,-119.76998,OOS,,,SCCWRP,2018
B18-10342,B18-10342,33.90604,-118.66641,OOS,,,SCCWRP,2018
B18-10349,B18-10349,33.05041,-117.38961,OOS,,,SCCWRP,2018
B18-10355,B18-10355,33.8837,-118.79004,OOS,,,SCCWRP,2018
B18-10363,B18-10363,33.61354,-118.72014,OOS,,,SCCWRP,2018
B18-10365,B18-10365,33.53645,-118.5894,OOS,,,SCCWRP,2018
B18-10366,B18-10366,33.4869,-118.42356,OOS,,,SCCWRP,2018
B18-10375,B18-10375,33.10182,-117.63109,OOS,,,SCCWRP,2018
B18-10379,B18-10379,32.95544,-117.36261,OOS,,,SCCWRP,2018
B18-10382,B18-10382,34.11581667,-119.9368833,SANTA BARBARA,,,SCCWRP,2018
B18-10391,B18-10391,34.035,-119.3509833,VENTURA,,,SCCWRP,2018
B18-10393,B18-10393,34.01203711,-120.4746646,SANTA BARBARA,,,SCCWRP,2018
B18-10905,B18-10905,33.9912,-118.5356333,LOS ANGELES,,,SCCWRP,2018
SCBPP_0831,0831_SCBPP,34.07957,-119.1572,VENTURA,,,TEX-AM,1994
SCBPP_0947,0947_SCBPP,34.00532,-118.91848,LOS ANGELES,,,TEX-AM,1994
SCBPP_1654,1654_SCBPP,33.1793,-117.39853,SAN DIEGO,,,TEX-AM,1994
2134_B98,B98_2134,33.71545,-118.06217,ORANGE,,,CAS,1998
2147_B98,B98_2147,33.60055,-117.89336,ORANGE,,,OCSD,1998
2148_B98,B98_2148,33.59463,-117.87958,ORANGE,,,OCSD,1998
2153_B98,B98_2153,33.75359,-118.1579,LOS ANGELES,,,CLAEMD,1998
2163_B98,B98_2163,33.72781,-118.16684,LOS ANGELES,,,OCSD,1998
2199_B98,B98_2199,33.88228,-118.53538,FEDERAL WATERS,,,CLAEMD,1998
2207_B98,B98_2207,33.61233,-118.06563,FEDERAL WATERS,,,OCSD,1998
2240_B98,B98_2240,32.66743,-117.15428,SAN DIEGO,,,CSD,1998
2247_B98,B98_2247,32.64235,-117.12493,SAN DIEGO,,,SCCWRP,1998
2283_B98,B98_2283,33.4317,-117.6895,ORANGE,,,SCCWRP,1998
2285_B98,B98_2285,33.159,-117.3982,SAN DIEGO,,,CRGML,1998
2286_B98,B98_2286,33.1666,-117.3886,SAN DIEGO,,,CRGML,1998
2307_B98,B98_2307,33.9625,-118.4762,LOS ANGELES,,,CRGML,1998
2308_B98,B98_2308,34.0841,-119.0908,VENTURA,,,CRGML,1998
2319_B98,B98_2319,33.7372,-118.1434,LOS ANGELES,,,OCSD,1998
2349_B98,B98_2349,32.8946,-117.26883,SAN DIEGO,,,CSD,1998
2370_B98,B98_2370,34.29865,-119.3623,VENTURA,,,SCCWRP,1998
2392_B98,B98_2392,33.70507,-118.15527,LOS ANGELES,,,SCCWRP,1998
2410_B98,B98_2410,32.77209,-117.35459,FEDERAL WATERS,,,CSD,1998
2423_B98,B98_2423,32.78093,-117.2496,SAN DIEGO,,,EPARD,1998
2434_B98,B98_2434,32.72487,-117.18359,SAN DIEGO,,,CSD,1998
2440_B98,B98_2440,32.71851,-117.17484,SAN DIEGO,,,CSD,1998
4019_B03,B03_4019,34.23101,-119.5122,FEDERAL WATERS,,,CRGML,2003
4023_B03,B03_4023,34.30784,-119.71267,FEDERAL WATERS,,,CRGML,2003
4024_B03,B03_4024,33.11935,-117.36062,SAN DIEGO,,,CRGML,2003
4028_B03,B03_4028,32.67537,-117.14385,SAN DIEGO,,,CSD,2003
4029_B03,B03_4029,34.03417,-119.3516,VENTURA,,,CSD,2003
4048_B03,B03_4048,33.08807,-117.35098,SAN DIEGO,,,CRGML,2003
4088_B03,B03_4088,33.09375,-117.41715,FEDERAL WATERS,,,CRGML,2003
4093_B03,B03_4093,34.0666,-119.1344,VENTURA,,,CRGML,2003
4098_B03,B03_4098,33.7442,-118.16867,LOS ANGELES,,,CLAEMD,2003
4140_B03,B03_4140,32.71683,-117.22429,SAN DIEGO,,,CSD,2003
4164_B03,B03_4164,32.72937,-117.34445,FEDERAL WATERS,,,CSD,2003
4178_B03,B03_4178,33.71205,-118.25789,LOS ANGELES,,,CLAEMD,2003
4188_B03,B03_4188,33.48685,-118.42354,FEDERAL WATERS,,,CSD,2003
4202_B03,B03_4202,33.69409,-118.34651,LOS ANGELES,,,LACSD,2003
4211_B03,B03_4211,34.15836,-119.82763,FEDERAL WATERS,,,CSD,2003
4220_B03,B03_4220,33.10826,-117.90126,FEDERAL WATERS,,,CSD,2003
4277_B03,B03_4277,33.9096,-118.49967,FEDERAL WATERS,,,CLAEMD,2003
